anio,nombre_institucion,monto
2000-12,"Abn Amro Bank (Mexico), S.A.",2.61
2000-12,"American Express Bank (México), S.A.",1.44
2000-12,"Banca Afirme, S.A.",7.03
2000-12,"Banca Cremi, S.A.",141.42
2000-12,"Banca Mifel, S.A.",13.05
2000-12,"Banca Promex, S.A.",98.82
2000-12,"Banca Quadrum, S.A.",11.34
2000-12,"Banca Serfin, S.A.",489.92
2000-12,"Banco Anahuac, S.A.",2.92
2000-12,"Banco Bilbao Vizcaya-Mexico, S.A.",296.44
2000-12,"Banco Capital, S.A.",1.13
2000-12,"Banco de Oriente, S.A.",42.19
2000-12,"Banco del Atlantico, S.A.",224.96
2000-12,"Banco del Bajío, S.A.",9.97
2000-12,"Banco del Centro, S.A.",70.35
2000-12,"Banco del Sureste, S.A.",4.92
2000-12,"Banco Inbursa, S.A.",84.69
2000-12,"Banco Industrial, S.A.",14.64
2000-12,"Banco Interestatal, S.A.",22.25
2000-12,"Banco Internacional, S.A.",325.91
2000-12,"Banco Inverlat, S.A.",238.89
2000-12,"Banco Invex, S.A.",6.44
2000-12,"Banco J.P. Morgan, S.A.",8.87
2000-12,"Banco Mercantil del Norte, S.A.",284.26
2000-12,"Banco Nacional de México, S.A.",942.63
2000-12,"Banco Obrero, S.A.",34.21
2000-12,"Banco Promotor del Norte, S.A.",0.87
2000-12,"Banco Regional, S.A.",7.24
2000-12,"Banco Santander Mexicano, S.A.",258.46
2000-12,"Banco Union, S.A.",232.58
2000-12,"Bancrecer, S.A.",459.71
2000-12,"Bank Of America México, S.A.",4.97
2000-12,"Bank Of Tokyo-Mitsubishi (Mexico), S.A.",3.93
2000-12,"Bank One (Mexico), S.A.",0.33
2000-12,"Bankboston, S.A.",8.77
2000-12,"Bansí, S.A.",3.55
2000-12,"Bbva Bancomer, S.A.",989.23
2000-12,"Bnp (Mexico), S.A.",3.84
2000-12,"Chase Manhattan Bank Mexico, S.A.",2.3
2000-12,"Citibank Mexico, S.A.",198.68
2000-12,"Comerica Bank Mexico, S.A.",8.12
2000-12,"Deutsche Bank México, S.A.",0.45
2000-12,"Dresdner Bank Mexico, S.A.",10.39
2000-12,"Ge Capital Bank, S.A.",2.34
2000-12,"Hsbc México, S.A.",9.13
2000-12,"Ing Bank (Mexico), S.A.",5.3
2000-12,"Ixe Banco, S.A.",8.65
2000-12,"Societe Generale Mexico, S.A.",0.14
2001-12,"Abn Amro Bank (Mexico), S.A.",0.7
2001-12,"American Express Bank (México), S.A.",2.49
2001-12,"Banca Afirme, S.A.",10.17
2001-12,"Banca Cremi, S.A.",74.48
2001-12,"Banca Mifel, S.A.",14.03
2001-12,"Banca Quadrum, S.A.",12.09
2001-12,"Banca Serfin, S.A.",401.49
2001-12,"Banco Anahuac, S.A.",3.36
2001-12,"Banco Bilbao Vizcaya-Mexico, S.A.",0.0
2001-12,"Banco Capital, S.A.",0.73
2001-12,"Banco de Oriente, S.A.",35.32
2001-12,"Banco del Atlantico, S.A.",242.66
2001-12,"Banco del Bajío, S.A.",14.41
2001-12,"Banco del Centro, S.A.",7.89
2001-12,"Banco del Sureste, S.A.",5.68
2001-12,"Banco Inbursa, S.A.",84.92
2001-12,"Banco Industrial, S.A.",16.7
2001-12,"Banco Interestatal, S.A.",18.37
2001-12,"Banco Internacional, S.A.",329.44
2001-12,"Banco Inverlat, S.A.",237.68
2001-12,"Banco Invex, S.A.",9.89
2001-12,"Banco J.P. Morgan, S.A.",12.35
2001-12,"Banco Mercantil del Norte, S.A.",362.83
2001-12,"Banco Nacional de México, S.A.",1021.28
2001-12,"Banco Obrero, S.A.",27.77
2001-12,"Banco Promotor del Norte, S.A.",0.72
2001-12,"Banco Regional, S.A.",9.68
2001-12,"Banco Santander Mexicano, S.A.",322.6
2001-12,"Banco Union, S.A.",162.02
2001-12,"Bancrecer, S.A.",275.45
2001-12,"Bank Of America México, S.A.",18.5
2001-12,"Bank Of Tokyo-Mitsubishi (Mexico), S.A.",4.41
2001-12,"Bank One (Mexico), S.A.",0.62
2001-12,"Bankboston, S.A.",36.27
2001-12,"Bansí, S.A.",3.97
2001-12,"Bbva Bancomer, S.A.",1353.36
2001-12,"Bnp (Mexico), S.A.",0.01
2001-12,"Chase Manhattan Bank Mexico, S.A.",3.93
2001-12,"Citibank Mexico, S.A.",212.7
2001-12,"Comerica Bank Mexico, S.A.",9.21
2001-12,"Deutsche Bank México, S.A.",2.98
2001-12,"Dresdner Bank Mexico, S.A.",15.15
2001-12,"Ge Capital Bank, S.A.",4.45
2001-12,"Hsbc México, S.A.",9.44
2001-12,"Ing Bank (Mexico), S.A.",8.0
2001-12,"Ixe Banco, S.A.",9.76
2002-12,"Abn Amro Bank (Mexico), S.A.",0.58
2002-12,"American Express Bank (México), S.A.",3.03
2002-12,"Banca Afirme, S.A.",11.8
2002-12,"Banca Mifel, S.A.",14.48
2002-12,"Banca Quadrum, S.A.",1.93
2002-12,"Banca Serfin, S.A.",374.52
2002-12,"Banco Anahuac, S.A.",1.8
2002-12,"Banco Azteca, S.A.",0.5
2002-12,"Banco Bilbao Vizcaya-Mexico, S.A.",0.0
2002-12,"Banco Credit Suisse First Boston (Mexico), S.A.",0.14
2002-12,"Banco del Atlantico, S.A.",191.27
2002-12,"Banco del Bajío, S.A.",20.67
2002-12,"Banco del Centro, S.A.",8.78
2002-12,"Banco del Sureste, S.A.",6.37
2002-12,"Banco Inbursa, S.A.",100.98
2002-12,"Banco Industrial, S.A.",12.41
2002-12,"Banco Internacional, S.A.",402.87
2002-12,"Banco Inverlat, S.A.",276.52
2002-12,"Banco Invex, S.A.",16.66
2002-12,"Banco J.P. Morgan, S.A.",9.11
2002-12,"Banco Mercantil del Norte, S.A.",605.67
2002-12,"Banco Nacional de México, S.A.",1104.06
2002-12,"Banco Regional, S.A.",10.17
2002-12,"Banco Santander Mexicano, S.A.",355.11
2002-12,"Bancrecer, S.A.",43.19
2002-12,"Bank Of America México, S.A.",8.92
2002-12,"Bank Of Tokyo-Mitsubishi (Mexico), S.A.",6.3
2002-12,"Bank One (Mexico), S.A.",0.55
2002-12,"Bankboston, S.A.",16.05
2002-12,"Bansí, S.A.",3.06
2002-12,"Bbva Bancomer, S.A.",1354.19
2002-12,"Comerica Bank Mexico, S.A.",9.94
2002-12,"Deutsche Bank México, S.A.",4.01
2002-12,"Dresdner Bank Mexico, S.A.",4.34
2002-12,"Ge Capital Bank, S.A.",8.01
2002-12,"Hsbc México, S.A.",5.74
2002-12,"Ing Bank (Mexico), S.A.",11.25
2002-12,"Ixe Banco, S.A.",12.64
2003-12,"Abn Amro Bank (Mexico), S.A.",0.86
2003-12,"American Express Bank (México), S.A.",5.39
2003-12,"Banca Afirme, S.A.",18.02
2003-12,"Banca Mifel, S.A.",13.18
2003-12,"Banca Serfin, S.A.",322.05
2003-12,"Banco Azteca, S.A.",20.67
2003-12,"Banco Credit Suisse First Boston (Mexico), S.A.",3.17
2003-12,"Banco del Bajío, S.A.",28.98
2003-12,"Banco del Centro, S.A.",4.97
2003-12,"Banco Inbursa, S.A.",141.2
2003-12,"Banco Internacional, S.A.",578.0
2003-12,"Banco Inverlat, S.A.",294.72
2003-12,"Banco Invex, S.A.",16.31
2003-12,"Banco J.P. Morgan, S.A.",1.91
2003-12,"Banco Mercantil del Norte, S.A.",729.64
2003-12,"Banco Nacional de México, S.A.",1120.86
2003-12,"Banco Regional, S.A.",13.82
2003-12,"Banco Santander Mexicano, S.A.",364.44
2003-12,"Banco Ve Por Más, S.A.",0.0
2003-12,"Bank Of America México, S.A.",7.41
2003-12,"Bank Of Tokyo-Mitsubishi (Mexico), S.A.",6.97
2003-12,"Bank One (Mexico), S.A.",0.83
2003-12,"Bankboston, S.A.",12.84
2003-12,"Bansí, S.A.",4.73
2003-12,"Bbva Bancomer, S.A.",1506.83
2003-12,"Comerica Bank Mexico, S.A.",10.84
2003-12,"Deutsche Bank México, S.A.",0.47
2003-12,"Dresdner Bank Mexico, S.A.",0.21
2003-12,"Ge Capital Bank, S.A.",14.75
2003-12,"Hsbc México, S.A.",0.72
2003-12,"Ing Bank (Mexico), S.A.",19.05
2003-12,"Ixe Banco, S.A.",13.14
2004-12,"Abn Amro Bank (Mexico), S.A.",1.38
2004-12,"American Express Bank (México), S.A.",12.0
2004-12,"Banca Afirme, S.A.",27.28
2004-12,"Banca Mifel, S.A.",14.14
2004-12,"Banca Serfin, S.A.",413.23
2004-12,"Banco Azteca, S.A.",56.09
2004-12,"Banco Credit Suisse First Boston (Mexico), S.A.",1.03
2004-12,"Banco del Bajío, S.A.",49.05
2004-12,"Banco del Centro, S.A.",4.02
2004-12,"Banco Inbursa, S.A.",174.73
2004-12,"Banco Internacional, S.A.",420.42
2004-12,"Banco Inverlat, S.A.",309.64
2004-12,"Banco Invex, S.A.",16.05
2004-12,"Banco J.P. Morgan, S.A.",0.56
2004-12,"Banco Mercantil del Norte, S.A.",753.86
2004-12,"Banco Nacional de México, S.A.",1207.59
2004-12,"Banco Regional, S.A.",15.28
2004-12,"Banco Santander Mexicano, S.A.",420.37
2004-12,"Banco Ve Por Más, S.A.",1.86
2004-12,"Bank Of America México, S.A.",7.6
2004-12,"Bank Of Tokyo-Mitsubishi (Mexico), S.A.",8.32
2004-12,"Bank One (Mexico), S.A.",0.88
2004-12,"Bankboston, S.A.",9.77
2004-12,"Bansí, S.A.",5.41
2004-12,"Bbva Bancomer, S.A.",1615.22
2004-12,"Comerica Bank Mexico, S.A.",13.33
2004-12,"Deutsche Bank México, S.A.",0.68
2004-12,"Ge Capital Bank, S.A.",19.19
2004-12,"Hsbc México, S.A.",228.86
2004-12,"Ing Bank (Mexico), S.A.",24.93
2004-12,"Ixe Banco, S.A.",19.04
2005-12,"Abn Amro Bank (Mexico), S.A.",3.87
2005-12,"American Express Bank (México), S.A.",17.51
2005-12,"Banca Afirme, S.A.",30.51
2005-12,"Banca Mifel, S.A.",15.31
2005-12,"Banco Azteca, S.A.",97.38
2005-12,"Banco Credit Suisse First Boston (Mexico), S.A.",0.17
2005-12,"Banco del Bajío, S.A.",97.36
2005-12,"Banco del Centro, S.A.",1.72
2005-12,"Banco Inbursa, S.A.",210.34
2005-12,"Banco Inverlat, S.A.",367.28
2005-12,"Banco Invex, S.A.",18.3
2005-12,"Banco J.P. Morgan, S.A.",3.5
2005-12,"Banco Mercantil del Norte, S.A.",616.55
2005-12,"Banco Nacional de México, S.A.",1231.33
2005-12,"Banco Regional, S.A.",18.9
2005-12,"Banco Santander Serfin, S.A.",1048.87
2005-12,"Banco Ve Por Más, S.A.",8.09
2005-12,"Bank Of America México, S.A.",14.27
2005-12,"Bank Of Tokyo-Mitsubishi (Mexico), S.A.",8.14
2005-12,"Bansí, S.A.",7.93
2005-12,"Bbva Bancomer, S.A.",1748.11
2005-12,"Comerica Bank Mexico, S.A.",13.59
2005-12,"Deutsche Bank México, S.A.",0.22
2005-12,"Ge Capital Bank, S.A.",19.22
2005-12,"Hsbc México, S.A.",762.07
2005-12,"Ing Bank (Mexico), S.A.",19.57
2005-12,"Ixe Banco, S.A.",24.93
2006-12,"Abn Amro Bank (Mexico), S.A.",5.19
2006-12,"American Express Bank (México), S.A.",22.65
2006-12,"Banca Afirme, S.A.",38.01
2006-12,"Banca Mifel, S.A.",22.53
2006-12,"Banco Azteca, S.A.",135.14
2006-12,"Banco Compartamos, S.A.",4.03
2006-12,"Banco Credit Suisse (México), S.A.",0.63
2006-12,"Banco del Bajío, S.A.",106.02
2006-12,"Banco del Centro, S.A.",5.33
2006-12,"Banco Inbursa, S.A.",194.84
2006-12,"Banco Inverlat, S.A.",416.97
2006-12,"Banco Invex, S.A.",17.59
2006-12,"Banco J.P. Morgan, S.A.",0.86
2006-12,"Banco Mercantil del Norte, S.A.",671.18
2006-12,"Banco Monex, S.A.",0.88
2006-12,"Banco Nacional de México, S.A.",1266.49
2006-12,"Banco Regional, S.A.",24.58
2006-12,"Banco Santander, S.A.",1014.74
2006-12,"Banco Ve Por Más, S.A.",13.84
2006-12,"Bank Of America México, S.A.",9.17
2006-12,"Bank Of Tokyo-Mitsubishi Ufj (México), S.A.",6.95
2006-12,"Bansí, S.A.",10.25
2006-12,"Barclays Bank México, S.A.",0.02
2006-12,"Bbva Bancomer, S.A.",1739.37
2006-12,"Deutsche Bank México, S.A.",0.64
2006-12,"Ge Capital Bank, S.A.",22.92
2006-12,"Hsbc México, S.A.",895.36
2006-12,"Ing Bank (Mexico), S.A.",21.08
2006-12,"Ixe Banco, S.A.",29.5
2006-12,"Kptl México Bank, S.A.",0.0
2007-12,"Abn Amro Bank (Mexico), S.A.",9.66
2007-12,"American Express Bank (México), S.A.",36.25
2007-12,"Banca Afirme, S.A.",42.81
2007-12,"Banca Mifel, S.A.",27.26
2007-12,"Banco Ahorro Famsa, S.A.",0.33
2007-12,"Banco Amigo, S.A.",0.68
2007-12,"Banco Azteca, S.A.",170.49
2007-12,"Banco Compartamos, S.A.",6.91
2007-12,"Banco Credit Suisse (México), S.A.",1.56
2007-12,"Banco del Bajío, S.A.",130.99
2007-12,"Banco Facil, S.A.",0.15
2007-12,"Banco Inbursa, S.A.",225.97
2007-12,"Banco Inverlat, S.A.",375.54
2007-12,"Banco Invex, S.A.",25.79
2007-12,"Banco J.P. Morgan, S.A.",2.93
2007-12,"Banco Mercantil del Norte, S.A.",812.9
2007-12,"Banco Monex, S.A.",1.18
2007-12,"Banco Multiva, S.A.",0.83
2007-12,"Banco Nacional de México, S.A.",1327.35
2007-12,"Banco Regional, S.A.",0.01
2007-12,"Banco Regional, S.A.",38.31
2007-12,"Banco Santander Mexicano, S.A.",77.27
2007-12,"Banco Santander, S.A.",833.22
2007-12,"Banco Ve Por Más, S.A.",21.17
2007-12,"Banco Wal-Mart de Mexico Adelante, S.A.",0.0
2007-12,"Bancoppel, S.A.",0.12
2007-12,"Bank Of America México, S.A.",11.23
2007-12,"Bank Of Tokyo-Mitsubishi Ufj (México), S.A.",4.09
2007-12,"Bansí, S.A.",10.16
2007-12,"Barclays Bank México, S.A.",0.01
2007-12,"Bbva Bancomer, S.A.",1930.95
2007-12,"Deutsche Bank México, S.A.",0.37
2007-12,"Ge Capital Bank, S.A.",9.35
2007-12,"Ge Money Bank, S.A.",17.38
2007-12,"Hsbc México, S.A.",995.31
2007-12,"Ing Bank (Mexico), S.A.",18.55
2007-12,"Ixe Banco, S.A.",48.69
2007-12,"Kptl México Bank, S.A.",0.33
2007-12,"Prudential Bank, S.A.",0.04
2007-12,"Scotiabank Inverlat, S.A.",35.26
2007-12,"Ubs Bank México, S.A.",0.06
2008-12,"American Express Bank (México), S.A.",50.01
2008-12,"Banca Afirme, S.A.",47.22
2008-12,"Banca Mifel, S.A.",38.72
2008-12,"Banco Ahorro Famsa, S.A.",5.2
2008-12,"Banco Amigo, S.A.",1.35
2008-12,"Banco Azteca, S.A.",187.14
2008-12,"Banco Compartamos, S.A.",8.36
2008-12,"Banco Credit Suisse (México), S.A.",2.79
2008-12,"Banco del Bajío, S.A.",169.98
2008-12,"Banco Facil, S.A.",1.56
2008-12,"Banco Inbursa, S.A.",426.14
2008-12,"Banco Inverlat, S.A.",385.32
2008-12,"Banco Invex, S.A.",34.66
2008-12,"Banco J.P. Morgan, S.A.",4.94
2008-12,"Banco Mercantil del Norte, S.A.",1065.47
2008-12,"Banco Monex, S.A.",4.48
2008-12,"Banco Multiva, S.A.",8.61
2008-12,"Banco Nacional de México, S.A.",1344.79
2008-12,"Banco Regional, S.A.",1.75
2008-12,"Banco Regional, S.A.",56.45
2008-12,"Banco Santander México, S.A.",1111.31
2008-12,"Banco Ve Por Más, S.A.",30.15
2008-12,"Banco Wal-Mart de Mexico Adelante, S.A.",0.22
2008-12,"Bancoppel, S.A.",5.11
2008-12,"Bank Of America México, S.A.",14.75
2008-12,"Bank Of Tokyo-Mitsubishi Ufj (México), S.A.",6.41
2008-12,"Bansí, S.A.",12.09
2008-12,"Barclays Bank México, S.A.",0.45
2008-12,"Bbva Bancomer, S.A.",2244.48
2008-12,"Consultoria Internacional Banco, S.A.",0.76
2008-12,"Deutsche Bank México, S.A.",1.28
2008-12,"El Banco Deuno, S.A.",0.01
2008-12,"Ge Capital Bank, S.A.",2.09
2008-12,"Ge Money Bank, S.A.",18.81
2008-12,"Hsbc México, S.A.",1097.5
2008-12,"Ing Bank (Mexico), S.A.",22.48
2008-12,"Ixe Banco, S.A.",78.84
2008-12,"Kptl México Bank, S.A.",2.81
2008-12,"Prudential Bank, S.A.",0.05
2008-12,"Scotiabank Inverlat, S.A.",34.33
2008-12,"The Royal Bank Of Scotland Mexico, S.A.",19.54
2008-12,"Ubs Bank México, S.A.",0.06
2008-12,"Volkswagen Bank, S.A.",0.13
2009-12,"American Express Bank (México), S.A.",49.92
2009-12,"Banca Afirme, S.A.",52.04
2009-12,"Banca Mifel, S.A.",56.49
2009-12,"Banco Ahorro Famsa, S.A.",23.87
2009-12,"Banco Amigo, S.A.",1.38
2009-12,"Banco Azteca, S.A.",196.58
2009-12,"Banco Compartamos, S.A.",14.28
2009-12,"Banco Credit Suisse (México), S.A.",18.23
2009-12,"Banco del Bajío, S.A.",192.55
2009-12,"Banco Facil, S.A.",1.35
2009-12,"Banco Inbursa, S.A.",579.74
2009-12,"Banco Inverlat, S.A.",193.76
2009-12,"Banco Invex, S.A.",31.63
2009-12,"Banco J.P. Morgan, S.A.",6.17
2009-12,"Banco Mercantil del Norte, S.A.",1204.45
2009-12,"Banco Monex, S.A.",5.23
2009-12,"Banco Multiva, S.A.",18.87
2009-12,"Banco Nacional de México, S.A.",1410.33
2009-12,"Banco Regional, S.A.",4.43
2009-12,"Banco Regional, S.A.",60.24
2009-12,"Banco Santander México, S.A.",1147.19
2009-12,"Banco Ve Por Más, S.A.",40.87
2009-12,"Banco Wal-Mart de Mexico Adelante, S.A.",0.98
2009-12,"Bancoppel, S.A.",14.07
2009-12,"Bank Of America México, S.A.",3.63
2009-12,"Bank Of Tokyo-Mitsubishi (Mexico), S.A.",10.77
2009-12,"Bansí, S.A.",17.17
2009-12,"Barclays Bank México, S.A.",0.13
2009-12,"Bbva Bancomer, S.A.",2526.99
2009-12,"Cibanco, S.A.",3.09
2009-12,"Deutsche Bank México, S.A.",0.99
2009-12,"Ge Money Bank, S.A.",4.5
2009-12,"Hsbc México, S.A.",1105.27
2009-12,"Ing Bank (Mexico), S.A.",23.5
2009-12,"Ixe Banco, S.A.",103.31
2009-12,"Kptl México Bank, S.A.",4.4
2009-12,"Prudential Bank, S.A.",0.06
2009-12,"Scotiabank Inverlat, S.A.",261.52
2009-12,The Bank Of New York Mellon,0.0
2009-12,"The Royal Bank Of Scotland Mexico, S.A.",5.42
2009-12,"Ubs Bank México, S.A.",0.02
2009-12,"Volkswagen Bank, S.A.",1.46
2010-12,"American Express Bank (México), S.A.",46.22
2010-12,"Banca Afirme, S.A.",49.91
2010-12,"Banca Mifel, S.A.",84.54
2010-12,"Banco Actinver, S.A.",0.57
2010-12,"Banco Ahorro Famsa, S.A.",33.19
2010-12,"Banco Amigo, S.A.",1.32
2010-12,"Banco Azteca, S.A.",214.67
2010-12,"Banco Compartamos, S.A.",13.69
2010-12,"Banco Credit Suisse (México), S.A.",10.85
2010-12,"Banco del Bajío, S.A.",232.27
2010-12,"Banco Facil, S.A.",0.42
2010-12,"Banco Inbursa, S.A.",590.98
2010-12,"Banco Inverlat, S.A.",43.24
2010-12,"Banco Invex, S.A.",30.1
2010-12,"Banco J.P. Morgan, S.A.",7.5
2010-12,"Banco Mercantil del Norte, S.A.",1235.24
2010-12,"Banco Monex, S.A.",9.62
2010-12,"Banco Multiva, S.A.",25.85
